Day_Of_Week,Dep_Delay,Arr_Delay,Flight_Duration,Delay_Carrier,Delay_Weather,Delay_NAS,Delay_Security,Delay_LastAircraft,Aicraft_age,LATITUDE,LONGITUDE,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Month,Day,Airline,Tail_Number,Dep_Airport,DepTime_label,Arr_Airport,Distance_type,Manufacturer,Model,Dep_Delay_Tag
2,351,361,88,351,0,10,0,0,18,42.94052,-78.73217,18.7,15.0,23.3,13.7,0.0,192.0,14.8,1014.4,9,12,JetBlue Airways,N265JB,BUF,Morning,JFK,Short Haul >1500Mi,EMBRAER,190/195,1
6,19,9,175,0,0,0,0,0,9,47.44898,-122.30931,22.0,15.0,31.1,0.0,0.0,357.0,11.5,1016.3,8,26,Southwest Airlines Co.,N8663A,SEA,Evening,PHX,Short Haul >1500Mi,BOEING,737 NG,1
5,-4,7,218,0,0,0,0,0,15,35.87764,-78.78747,17.7,11.1,21.1,0.0,0.0,50.0,16.9,1019.4,11,10,Endeavor Air,N232PQ,RDU,Afternoon,AUS,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
5,-9,-19,70,0,0,0,0,0,18,37.36186,-121.92901,17.3,15.0,20.6,0.0,0.0,342.0,14.3,1012.9,7,7,Southwest Airlines Co.,N7737E,SJC,Morning,SNA,Short Haul >1500Mi,BOEING,737 NG,0
3,-3,-8,99,0,0,0,0,0,22,33.64044,-84.42694,15.2,8.3,21.1,0.0,0.0,311.0,12.7,1010.2,5,3,Delta Air Lines Inc,N982AT,ATL,Morning,IAD,Short Haul >1500Mi,BOEING,717,0
2,-8,-20,78,0,0,0,0,0,20,36.08036,-115.15233,9.9,4.4,16.7,0.0,0.0,244.0,4.7,1013.4,12,12,Southwest Airlines Co.,N482WN,LAS,Morning,ABQ,Short Haul >1500Mi,BOEING,737 NG,0
4,-2,-15,82,0,0,0,0,0,19,37.72129,-122.22072,10.1,3.3,15.6,0.0,0.0,11.0,6.5,1021.5,12,14,Southwest Airlines Co.,N7713A,OAK,Morning,SAN,Short Haul >1500Mi,BOEING,737 NG,0
5,-2,-2,49,0,0,0,0,0,23,19.73877,-156.04563,27.9,26.1,29.4,0.0,0.0,177.0,14.9,1013.8,9,8,Hawaiian Airlines Inc.,N477HA,KOA,Morning,HNL,Short Haul >1500Mi,BOEING,717,0
7,-3,-18,240,0,0,0,0,0,16,18.43942,-66.00183,25.6,22.8,29.4,0.0,0.0,87.0,13.3,1018.0,1,22,United Air Lines Inc.,N47414,SJU,Night,EWR,Medium Haul <3000Mi,BOEING,737 NG,0
1,0,-10,79,0,0,0,0,0,9,39.04614,-84.66217,19.9,11.1,29.4,0.0,0.0,27.0,11.2,1013.9,5,29,Delta Air Lines Inc,N844DN,CVG,Morning,ATL,Short Haul >1500Mi,BOEING,737 NG,0
5,11,-2,267,0,0,0,0,0,2,41.78598,-87.75242,10.7,6.7,14.4,0.0,0.0,210.0,19.5,1018.2,11,3,Southwest Airlines Co.,N8760L,MDW,Afternoon,OAK,Medium Haul <3000Mi,BOEING,737 NG,1
7,-2,-7,69,0,0,0,0,0,22,33.64044,-84.42694,6.2,4.4,7.8,40.6,0.0,71.0,9.7,1011.6,1,22,Delta Air Lines Inc,N3769L,ATL,Evening,GSO,Short Haul >1500Mi,BOEING,737 NG,0
4,30,89,188,89,0,0,0,0,5,41.9796,-87.90446,1.2,-4.3,1.7,9.4,0.0,22.0,29.9,1013.7,2,16,Skywest Airlines Inc.,N605UX,ORD,Evening,ICT,Short Haul >1500Mi,EMBRAER,170/175,1
6,-12,-6,211,0,0,0,0,0,2,39.99799,-82.89188,6.0,1.1,9.4,0.0,0.0,198.0,11.0,1021.8,1,28,Southwest Airlines Co.,N8772M,CMH,Morning,DEN,Short Haul >1500Mi,BOEING,737 NG,0
3,-3,-5,235,0,0,0,0,0,17,38.85208,-77.03772,20.8,14.4,23.9,0.0,0.0,359.0,16.9,1009.0,5,17,JetBlue Airways,N665JB,DCA,Morning,SJU,Medium Haul <3000Mi,AIRBUS,A320,0
5,9,-2,59,0,0,0,0,0,25,36.08036,-115.15233,28.2,22.2,33.9,0.0,0.0,223.0,9.7,1007.7,6,2,Southwest Airlines Co.,N754SW,LAS,Afternoon,SNA,Short Haul >1500Mi,BOEING,737 NG,1
2,-7,-18,120,0,0,0,0,0,11,35.21401,-80.94313,18.5,10.0,27.2,0.0,0.0,239.0,9.4,1012.0,10,10,Endeavor Air,N296PQ,CLT,Afternoon,JFK,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
5,20,39,158,5,0,19,0,15,8,42.36435,-71.00518,7.6,5.0,11.7,1.5,0.0,203.0,16.6,1019.2,12,1,American Eagle Airlines Inc.,N228NN,BOS,Afternoon,CMH,Short Haul >1500Mi,EMBRAER,170/175,1
2,-12,-21,59,0,0,0,0,0,9,33.67975,-78.92833,29.2,27.2,31.7,0.4,0.0,197.0,16.1,1013.0,8,15,PSA Airlines,N564NN,MYR,Morning,CLT,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
5,25,19,107,0,0,0,0,19,23,33.64044,-84.42694,24.1,20.6,31.1,0.0,0.0,346.0,2.9,1016.6,6,30,Delta Air Lines Inc,N970AT,ATL,Evening,MDT,Short Haul >1500Mi,BOEING,717,1
7,-1,-17,125,0,0,0,0,0,26,29.99339,-90.25803,17.1,15.0,18.9,23.4,0.0,180.0,7.9,1022.6,1,8,United Air Lines Inc.,N26226,MSY,Morning,IAD,Short Haul >1500Mi,BOEING,737 NG,0
6,18,36,203,0,36,0,0,0,19,39.22316,-106.86885,-7.4,-13.3,-3.9,3.8,0.0,355.0,3.9,1011.0,1,28,Skywest Airlines Inc.,N743SK,ASE,Morning,ORD,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
5,-3,-13,195,0,0,0,0,0,20,39.85841,-104.667,1.6,-3.8,8.3,0.0,0.0,117.0,12.2,1005.2,3,3,Southwest Airlines Co.,N467WN,DEN,Afternoon,MCO,Medium Haul <3000Mi,BOEING,737 NG,0
3,-4,-17,161,0,0,0,0,0,8,44.88055,-93.21692,-1.2,-4.9,3.3,0.0,0.0,192.0,9.4,1023.3,11,1,Delta Air Lines Inc,N311DN,MSP,Afternoon,BOS,Short Haul >1500Mi,AIRBUS,A321,0
2,-15,-11,154,0,0,0,0,0,11,45.58872,-122.5975,8.3,7.2,10.6,0.5,0.0,169.0,13.3,1015.4,1,17,United Air Lines Inc.,N37468,PDX,Afternoon,DEN,Short Haul >1500Mi,BOEING,737 NG,0
1,-7,-9,121,0,0,0,0,0,8,40.78839,-111.97777,21.3,15.6,28.3,1.0,0.0,122.0,9.4,1009.0,5,29,Skywest Airlines Inc.,N247SY,SLC,Afternoon,OAK,Short Haul >1500Mi,EMBRAER,170/175,0
3,-4,-5,83,0,0,0,0,0,22,44.74144,-85.58224,-0.5,-6.1,5.6,0.0,0.0,8.0,5.0,1035.9,3,8,United Air Lines Inc.,N17753,TVC,Morning,ORD,Short Haul >1500Mi,BOEING,737 NG,0
5,-1,-16,131,0,0,0,0,0,5,32.89595,-97.0372,29.6,22.8,35.6,0.0,0.0,149.0,15.5,1013.2,9,29,American Eagle Airlines Inc.,N286NN,DFW,Evening,AVL,Short Haul >1500Mi,EMBRAER,170/175,0
5,47,34,172,8,0,0,0,26,1,47.44898,-122.30931,18.6,13.3,26.1,0.0,0.0,248.0,8.3,1018.5,7,28,Southwest Airlines Co.,N8873S,SEA,Afternoon,PHX,Short Haul >1500Mi,BOEING,737 NG,1
4,-3,-13,65,0,0,0,0,0,13,35.21937,-101.70593,17.6,13.3,22.2,35.8,0.0,116.0,16.6,1010.7,6,1,Southwest Airlines Co.,N966WN,AMA,Night,DAL,Short Haul >1500Mi,BOEING,737 NG,0
5,-5,-1,111,0,0,0,0,0,8,33.82922,-116.50625,35.8,24.4,44.4,0.0,0.0,211.0,11.3,1007.7,6,30,Skywest Airlines Inc.,N253SY,PSP,Afternoon,SLC,Short Haul >1500Mi,EMBRAER,170/175,0
5,7,17,225,4,0,10,0,3,10,39.85841,-104.667,16.0,10.6,21.1,2.3,0.0,320.0,14.0,1008.8,6,2,Southwest Airlines Co.,N8638A,DEN,Morning,MCO,Medium Haul <3000Mi,BOEING,737 NG,1
6,-5,3,187,0,0,0,0,0,5,42.94722,-87.89658,4.6,-0.5,10.0,0.0,0.0,223.0,8.3,1029.9,11,11,Skywest Airlines Inc.,N608UX,MKE,Morning,DEN,Short Haul >1500Mi,EMBRAER,170/175,0
1,97,98,166,92,0,1,0,5,23,40.63975,-73.77893,19.4,16.7,21.7,17.8,0.0,1.0,13.7,1008.5,9,18,American Airlines Inc.,N954AN,JFK,Afternoon,ORD,Short Haul >1500Mi,BOEING,737 NG,1
3,-5,-12,148,0,0,0,0,0,21,32.84711,-96.85177,35.3,30.0,40.6,0.0,0.0,172.0,12.2,1014.3,8,2,Southwest Airlines Co.,N7831B,DAL,Evening,SLC,Short Haul >1500Mi,BOEING,737 NG,0
4,-8,-17,61,0,0,0,0,0,11,30.19453,-97.66987,13.3,1.1,19.4,0.0,0.0,1.0,8.6,1018.8,1,19,American Airlines Inc.,N9006,AUS,Morning,DFW,Short Haul >1500Mi,AIRBUS,A319,0
2,-2,-26,177,0,0,0,0,0,9,44.88055,-93.21692,17.3,16.1,19.4,0.3,0.0,69.0,15.5,1020.3,9,26,Delta Air Lines Inc,N840DN,MSP,Morning,PHX,Short Haul >1500Mi,BOEING,737 NG,0
5,3,-12,126,0,0,0,0,0,21,36.12448,-86.67818,3.3,-3.8,12.8,0.0,0.0,201.0,15.5,1023.6,1,27,American Airlines Inc.,N772XF,BNA,Morning,LGA,Short Haul >1500Mi,AIRBUS,A319,1
4,38,16,73,2,0,0,0,14,8,37.619,-122.37484,17.6,13.9,23.3,0.0,0.0,198.0,9.7,1011.7,9,21,Southwest Airlines Co.,N8699A,SFO,Morning,LAX,Short Haul >1500Mi,BOEING,737 NG,1
2,-5,-9,128,0,0,0,0,0,16,33.64044,-84.42694,15.9,4.4,26.7,0.0,0.0,337.0,4.7,1016.4,4,18,Republic Airways,N126HQ,ATL,Morning,ORD,Short Haul >1500Mi,EMBRAER,170/175,0
3,-4,-21,327,0,0,0,0,0,22,28.42889,-81.31603,25.8,23.3,29.4,2.3,0.0,33.0,14.4,1015.4,10,4,United Air Lines Inc.,N57869,MCO,Morning,SFO,Medium Haul <3000Mi,BOEING,757,0
2,-4,-7,206,0,0,0,0,0,23,33.43417,-112.00806,15.1,8.3,18.3,0.0,0.0,274.0,25.9,1012.7,4,4,American Airlines Inc.,N190UW,PHX,Morning,ORD,Short Haul >1500Mi,AIRBUS,A321,0
1,15,19,143,15,0,4,0,0,8,33.94254,-118.40807,14.5,8.3,22.2,0.0,0.0,345.0,12.2,1020.0,3,27,Alaska Airlines Inc.,N448AS,LAX,Morning,EUG,Short Haul >1500Mi,BOEING,737 NG,1
3,12,0,131,0,0,0,0,0,9,39.87195,-75.24114,2.2,-1.6,7.8,0.0,0.0,321.0,13.0,1029.5,12,20,Frontier Airlines Inc.,N705FR,PHL,Evening,ATL,Short Haul >1500Mi,AIRBUS,A321,1
2,-10,-22,64,0,0,0,0,0,14,35.81249,-83.99286,23.6,20.0,26.7,0.0,0.0,239.0,12.6,1014.7,8,8,PSA Airlines,N532EA,TYS,Morning,CLT,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
6,0,-12,74,0,0,0,0,0,8,37.619,-122.37484,9.6,6.1,13.9,0.0,0.0,300.0,13.0,1016.0,1,28,Skywest Airlines Inc.,N184SY,SFO,Afternoon,LAX,Short Haul >1500Mi,EMBRAER,170/175,0
5,5,-14,117,0,0,0,0,0,8,33.64044,-84.42694,23.6,16.1,30.0,0.0,0.0,37.0,6.2,1012.5,6,2,Delta Air Lines Inc,N301DV,ATL,Afternoon,LGA,Short Haul >1500Mi,AIRBUS,A321,1
1,14,21,200,14,0,7,0,0,23,25.79325,-80.29056,27.6,23.9,31.7,16.5,0.0,50.0,11.5,1018.0,5,15,American Airlines Inc.,N975AN,MIA,Evening,DTW,Short Haul >1500Mi,BOEING,737 NG,1
3,6,5,159,0,0,0,0,0,6,36.08036,-115.15233,22.7,16.1,28.3,0.0,0.0,208.0,15.5,1006.5,5,10,Southwest Airlines Co.,N8567Z,LAS,Morning,MCI,Short Haul >1500Mi,BOEING,737 NG,1
1,-6,-16,65,0,0,0,0,0,7,46.84209,-92.19365,-4.4,-6.6,-1.0,4.8,660.0,74.0,19.8,1000.1,2,27,Skywest Airlines Inc.,N261SY,DLH,Night,MSP,Short Haul >1500Mi,EMBRAER,170/175,0
1,32,23,200,9,0,0,0,14,7,32.89595,-97.0372,20.6,17.8,25.6,0.0,0.0,176.0,20.5,1006.2,1,2,American Airlines Inc.,N934AA,DFW,Afternoon,BOS,Medium Haul <3000Mi,AIRBUS,A321,1
2,-5,-7,78,0,0,0,0,0,19,36.08036,-115.15233,33.7,27.8,39.4,0.0,0.0,223.0,16.6,1009.0,8,8,Southwest Airlines Co.,N219WN,LAS,Afternoon,SJC,Short Haul >1500Mi,BOEING,737 NG,0
7,-4,2,78,0,0,0,0,0,16,33.64044,-84.42694,8.9,7.2,10.0,1.9,0.0,125.0,8.5,1017.6,11,26,Endeavor Air,N197PQ,ATL,Evening,GTR,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
4,-5,-21,71,0,0,0,0,0,17,39.1754,-76.6682,7.3,1.7,13.3,0.0,0.0,351.0,11.5,1023.0,3,9,Endeavor Air,N601LR,BWI,Morning,JFK,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
1,31,27,73,27,0,0,0,0,5,35.21401,-80.94313,26.1,21.1,32.8,0.0,0.0,344.0,7.2,1016.8,7,31,American Eagle Airlines Inc.,N286NN,CLT,Morning,HHH,Short Haul >1500Mi,EMBRAER,170/175,1
7,-8,-21,311,0,0,0,0,0,11,47.44898,-122.30931,11.8,9.4,16.7,0.0,0.0,215.0,13.0,1017.7,5,7,Alaska Airlines Inc.,N442AS,SEA,Evening,TPA,Medium Haul <3000Mi,BOEING,737 NG,0
3,-6,-17,82,0,0,0,0,0,24,43.64617,-70.30875,19.6,17.2,22.8,0.0,0.0,164.0,7.2,1014.8,8,16,American Airlines Inc.,N762US,PWM,Afternoon,PHL,Short Haul >1500Mi,AIRBUS,A319,0
3,36,36,41,2,0,0,0,34,21,20.89865,-156.43046,23.7,17.2,30.0,0.0,0.0,49.0,16.9,1017.3,5,17,Hawaiian Airlines Inc.,N491HA,OGG,Afternoon,HNL,Short Haul >1500Mi,BOEING,717,1
3,4,-6,132,0,0,0,0,0,8,33.64044,-84.42694,24.5,22.2,28.9,2.0,0.0,17.0,9.0,1006.8,8,30,Delta Air Lines Inc,N307DX,ATL,Afternoon,DFW,Short Haul >1500Mi,AIRBUS,A321,1
7,-7,11,163,0,0,0,0,0,10,27.39533,-82.55411,25.3,20.6,31.1,0.0,0.0,93.0,16.7,1018.8,5,7,Southwest Airlines Co.,N8632A,SRQ,Morning,IND,Short Haul >1500Mi,BOEING,737 NG,0
2,14,10,190,0,0,0,0,0,9,35.87764,-78.78747,16.7,10.0,24.4,0.0,0.0,213.0,5.4,1011.1,10,10,American Airlines Inc.,N148AN,RDU,Night,DFW,Short Haul >1500Mi,AIRBUS,A321,1
2,-6,-10,128,0,0,0,0,0,10,32.44663,-93.8256,20.9,15.6,26.7,0.0,0.0,111.0,7.0,1016.7,3,7,PSA Airlines,N551NN,SHV,Afternoon,CLT,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
7,-6,-38,157,0,0,0,0,0,5,42.36435,-71.00518,12.1,7.8,16.7,0.0,0.0,302.0,10.1,1016.6,11,5,Delta Air Lines Inc,N123DQ,BOS,Morning,BNA,Short Haul >1500Mi,AIRBUS,A220,0
3,-4,-12,87,0,0,0,0,0,12,36.08036,-115.15233,21.1,13.9,26.1,0.0,0.0,189.0,15.5,1005.3,5,3,Southwest Airlines Co.,N8306H,LAS,Morning,SJC,Short Haul >1500Mi,BOEING,737 NG,0
5,99,94,167,94,0,0,0,0,22,47.44898,-122.30931,18.6,13.3,26.1,0.0,0.0,248.0,8.3,1018.5,7,28,Alaska Airlines Inc.,N315AS,SEA,Afternoon,SAN,Short Haul >1500Mi,BOEING,737 NG,1
5,-4,-27,62,0,0,0,0,0,20,33.43417,-112.00806,38.1,30.0,44.4,0.0,0.0,336.0,9.0,1003.3,7,7,Southwest Airlines Co.,N494WN,PHX,Evening,SNA,Short Haul >1500Mi,BOEING,737 NG,0
5,2,0,53,0,0,0,0,0,23,21.31869,-157.92241,25.9,21.7,31.7,0.0,0.0,15.0,11.9,1016.1,11,3,Hawaiian Airlines Inc.,N480HA,HNL,Afternoon,ITO,Short Haul >1500Mi,BOEING,717,1
2,49,82,168,0,49,33,0,0,8,32.89595,-97.0372,26.2,20.6,32.2,0.0,0.0,342.0,7.6,1012.0,6,6,Frontier Airlines Inc.,N238FR,DFW,Afternoon,DEN,Short Haul >1500Mi,AIRBUS,A320,1
3,5,-9,339,0,0,0,0,0,24,25.79325,-80.29056,22.8,20.6,24.4,54.6,0.0,75.0,18.0,1014.2,4,12,Delta Air Lines Inc,N390DA,MIA,Morning,LAX,Medium Haul <3000Mi,BOEING,737 NG,1
1,-5,-11,116,0,0,0,0,0,22,29.64542,-95.27889,16.5,12.8,21.1,0.0,0.0,350.0,17.4,1023.3,10,16,Delta Air Lines Inc,N996AT,HOU,Morning,ATL,Short Haul >1500Mi,BOEING,717,0
5,-6,-14,76,0,0,0,0,0,22,32.31117,-90.07589,5.1,-1.6,14.4,0.0,0.0,178.0,9.4,1027.0,1,27,Delta Air Lines Inc,N998AT,JAN,Afternoon,ATL,Short Haul >1500Mi,BOEING,717,0
4,-4,5,89,0,0,0,0,0,8,33.94254,-118.40807,15.2,11.7,18.9,0.0,0.0,347.0,10.4,1017.6,12,7,Southwest Airlines Co.,N8695D,LAX,Evening,PHX,Short Haul >1500Mi,BOEING,737 NG,0
6,15,10,100,0,0,0,0,0,15,32.73356,-117.18966,19.4,16.7,24.4,0.0,0.0,352.0,7.6,1016.3,10,14,Southwest Airlines Co.,N937WN,SAN,Morning,ABQ,Short Haul >1500Mi,BOEING,737 NG,1
4,39,31,52,0,0,0,0,31,12,39.29761,-94.71391,1.7,0.0,5.6,0.3,0.0,330.0,18.0,1018.9,12,28,Southwest Airlines Co.,N8306H,MCI,Evening,STL,Short Haul >1500Mi,BOEING,737 NG,1
1,-2,-11,124,0,0,0,0,0,7,45.58872,-122.5975,7.8,0.0,16.1,0.0,0.0,10.0,12.6,1025.5,10,30,Spirit Air Lines,N651NK,PDX,Evening,LAS,Short Haul >1500Mi,AIRBUS,A320,0
2,15,11,91,0,0,0,0,0,8,35.04022,-106.60919,31.2,24.4,39.4,0.0,0.0,200.0,14.0,1013.7,7,25,Southwest Airlines Co.,N8687A,ABQ,Afternoon,LAS,Short Haul >1500Mi,BOEING,737 NG,1
3,-10,-21,133,0,0,0,0,0,23,45.58872,-122.5975,15.6,10.0,23.9,0.0,0.0,303.0,9.7,1009.3,5,3,Delta Air Lines Inc,N328NB,PDX,Afternoon,LAX,Short Haul >1500Mi,AIRBUS,A319,0
3,27,30,336,0,19,3,0,8,21,25.79325,-80.29056,28.5,25.6,31.1,61.0,0.0,118.0,8.6,1010.5,10,11,American Airlines Inc.,N765AN,MIA,Evening,LAX,Medium Haul <3000Mi,BOEING,777,1
7,3,-11,105,0,0,0,0,0,26,39.85841,-104.667,8.2,0.6,19.4,0.0,0.0,236.0,13.7,1026.7,10,15,American Airlines Inc.,N702UW,DEN,Afternoon,PHX,Short Haul >1500Mi,AIRBUS,A319,1
5,33,27,78,0,0,27,0,0,8,33.94254,-118.40807,15.2,12.8,18.9,2.0,0.0,275.0,13.3,1017.6,5,5,Skywest Airlines Inc.,N183SY,LAX,Morning,SFO,Short Haul >1500Mi,EMBRAER,170/175,1
5,181,163,152,163,0,0,0,0,13,28.42889,-81.31603,26.6,21.7,32.2,0.0,0.0,105.0,12.1,1019.4,5,12,Southwest Airlines Co.,N966WN,MCO,Morning,DAL,Short Haul >1500Mi,BOEING,737 NG,1
6,-5,-18,102,0,0,0,0,0,26,38.85208,-77.03772,16.7,9.4,23.9,0.0,0.0,25.0,8.3,1024.3,5,6,Delta Air Lines Inc,N361NW,DCA,Morning,ATL,Short Haul >1500Mi,AIRBUS,A320,0
2,-8,-10,83,0,0,0,0,0,2,39.85841,-104.667,5.8,-2.1,19.4,0.0,0.0,224.0,15.1,1022.9,12,5,Southwest Airlines Co.,N8761L,DEN,Evening,OKC,Short Haul >1500Mi,BOEING,737 NG,0
4,-1,1,85,0,0,0,0,0,21,33.94254,-118.40807,12.9,11.7,15.6,1.5,0.0,261.0,10.8,1009.9,4,13,Skywest Airlines Inc.,N466SW,LAX,Morning,MRY,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
1,-3,-18,130,0,0,0,0,0,7,32.84711,-96.85177,29.6,24.4,36.1,0.0,0.0,136.0,15.1,1007.5,6,19,Southwest Airlines Co.,N8554X,DAL,Morning,TPA,Short Haul >1500Mi,BOEING,737 NG,0
3,-7,-23,54,0,0,0,0,0,20,39.87195,-75.24114,9.4,7.8,11.7,0.5,0.0,270.0,14.4,1000.5,5,3,PSA Airlines,N522AE,PHL,Evening,ORF,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
4,-2,-12,200,0,0,0,0,0,19,36.08036,-115.15233,27.4,20.0,35.0,0.0,0.0,216.0,11.2,1007.0,9,28,Southwest Airlines Co.,N218WN,LAS,Afternoon,MDW,Medium Haul <3000Mi,BOEING,737 NG,0
7,-9,-25,102,0,0,0,0,0,20,42.9982,-74.3296,15.3,10.8,20.1,1.2,0.0,252.0,8.9,1013.3,9,17,Skywest Airlines Inc.,N223JS,JST,Afternoon,ORD,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
4,40,57,147,26,0,17,0,14,1,36.89461,-76.20122,8.8,3.9,11.7,0.0,0.0,10.0,11.2,1031.7,11,2,Frontier Airlines Inc.,N630FR,ORF,Morning,MCO,Short Haul >1500Mi,AIRBUS,A321,1
5,4,-4,116,0,0,0,0,0,8,33.64044,-84.42694,11.6,8.3,14.4,4.9,0.0,327.0,6.7,1020.4,2,10,Frontier Airlines Inc.,N713FR,ATL,Evening,PHL,Short Haul >1500Mi,AIRBUS,A321,1
7,39,-2,164,0,0,0,0,0,23,40.63975,-73.77893,9.8,5.6,13.3,0.0,0.0,263.0,16.2,1012.9,1,1,Delta Air Lines Inc,N328NB,JFK,Evening,PBI,Short Haul >1500Mi,AIRBUS,A319,1
1,-8,10,309,0,0,0,0,0,4,39.1754,-76.6682,27.3,21.7,33.3,0.0,0.0,257.0,7.9,1013.4,7,17,Frontier Airlines Inc.,N376FR,BWI,Afternoon,PHX,Medium Haul <3000Mi,AIRBUS,A320,0
5,3,9,61,0,0,0,0,0,1,21.31869,-157.92241,25.9,23.9,30.0,0.0,0.0,38.0,16.9,1018.9,6,2,Southwest Airlines Co.,N8797Q,HNL,Morning,ITO,Short Haul >1500Mi,BOEING,737 NG,1
3,-1,-14,88,0,0,0,0,0,6,37.619,-122.37484,13.8,11.7,16.1,5.3,0.0,132.0,16.9,1018.0,12,27,United Air Lines Inc.,N27509,SFO,Morning,SAN,Short Haul >1500Mi,BOEING,737 NG,0
4,-5,-10,324,0,0,0,0,0,11,33.94254,-118.40807,16.0,14.4,17.8,33.8,0.0,101.0,13.7,1013.9,12,21,American Airlines Inc.,N103NN,LAX,Morning,BOS,Medium Haul <3000Mi,AIRBUS,A321,0
4,-8,-25,94,0,0,0,0,0,19,35.61678,-106.08814,20.5,11.7,27.2,0.0,0.0,285.0,18.0,1005.7,6,15,Skywest Airlines Inc.,N732SK,SAF,Afternoon,DFW,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
7,18,33,97,18,0,15,0,0,25,29.99339,-90.25803,21.1,17.8,25.0,0.0,0.0,61.0,16.2,1016.1,4,23,United Air Lines Inc.,N13720,MSY,Afternoon,IAH,Short Haul >1500Mi,BOEING,737 NG,1
7,-10,-17,135,0,0,0,0,0,21,39.64257,-106.9177,-5.4,-10.0,0.6,0.0,0.0,47.0,4.5,1016.1,1,8,Skywest Airlines Inc.,N719EV,EGE,Afternoon,LAX,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
2,-4,-20,128,0,0,0,0,0,27,39.85841,-104.667,18.9,10.6,28.3,0.0,0.0,190.0,12.6,1016.3,9,26,United Air Lines Inc.,N440UA,DEN,Morning,RNO,Short Haul >1500Mi,AIRBUS,A320,0
7,0,-8,202,0,0,0,0,0,11,33.43417,-112.00806,32.2,26.1,37.8,0.0,0.0,62.0,8.6,1008.8,10,8,Southwest Airlines Co.,N8619F,PHX,Morning,ORD,Short Haul >1500Mi,BOEING,737 NG,0
7,-1,18,199,0,0,18,0,0,5,42.36435,-71.00518,18.3,12.2,23.9,0.0,0.0,168.0,13.0,1011.8,6,11,American Eagle Airlines Inc.,N269NN,BOS,Afternoon,STL,Short Haul >1500Mi,EMBRAER,170/175,0
7,40,14,354,0,0,0,0,0,6,42.36435,-71.00518,9.9,8.3,12.8,2.5,0.0,4.0,22.3,1016.3,6,4,Alaska Airlines Inc.,N294AK,BOS,Evening,SEA,Medium Haul <3000Mi,BOEING,737 NG,1
7,-5,-13,143,0,0,0,0,0,16,45.58872,-122.5975,16.8,10.6,18.9,0.0,0.0,274.0,9.4,1013.6,4,30,Alaska Airlines Inc.,N508AS,PDX,Morning,LAX,Short Haul >1500Mi,BOEING,737 NG,0
7,0,-3,145,0,0,0,0,0,6,29.98047,-95.33972,24.8,18.9,28.9,33.5,0.0,359.0,7.6,1010.8,6,4,Spirit Air Lines,N686NK,IAH,Evening,FLL,Short Haul >1500Mi,AIRBUS,A321,0
5,0,-17,371,0,0,0,0,0,5,47.9129,-122.0982,8.7,5.0,12.2,0.0,0.0,118.0,6.8,1023.1,12,15,Alaska Airlines Inc.,N976AK,PAE,Morning,HNL,Medium Haul <3000Mi,BOEING,737 NG,0
7,3,-2,120,0,0,0,0,0,1,36.12448,-86.67818,26.3,22.2,33.9,4.1,0.0,194.0,8.6,1015.8,8,13,Southwest Airlines Co.,N8871Q,BNA,Afternoon,HOU,Short Haul >1500Mi,BOEING,737 NG,1
1,-9,-16,59,0,0,0,0,0,22,39.85841,-104.667,28.8,22.2,37.2,0.0,0.0,186.0,31.7,1013.4,8,21,Skywest Airlines Inc.,N876AS,DEN,Afternoon,GJT,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
5,-4,0,299,0,0,0,0,0,2,47.44898,-122.30931,17.8,12.8,23.3,0.0,0.0,219.0,14.8,1013.5,7,7,Alaska Airlines Inc.,N934AK,SEA,Evening,IAD,Medium Haul <3000Mi,BOEING,737 NG,0
6,2,-9,94,0,0,0,0,0,9,39.85841,-104.667,16.0,5.6,27.8,0.0,0.0,176.0,14.0,1010.2,10,21,United Air Lines Inc.,N68891,DEN,Evening,BZN,Short Haul >1500Mi,BOEING,737 NG,1
1,4,-12,194,0,0,0,0,0,7,30.19453,-97.66987,11.6,2.2,14.4,0.0,0.0,341.0,14.0,1019.0,12,25,Southwest Airlines Co.,N8535S,AUS,Afternoon,LAX,Short Haul >1500Mi,BOEING,737 NG,1
2,221,207,62,0,0,0,0,207,23,29.53369,-98.46978,31.9,25.6,40.6,0.0,0.0,150.0,12.6,1006.3,6,20,American Airlines Inc.,N830AW,SAT,Evening,DFW,Short Haul >1500Mi,AIRBUS,A319,1
