Day_Of_Week,Dep_Delay,Arr_Delay,Flight_Duration,Delay_Carrier,Delay_Weather,Delay_NAS,Delay_Security,Delay_LastAircraft,Aicraft_age,LATITUDE,LONGITUDE,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Month,Day,Airline,Tail_Number,Dep_Airport,DepTime_label,Arr_Airport,Distance_type,Manufacturer,Model,Dep_Delay_Tag
2,-6,-10,101,0,0,0,0,0,24,33.64044,-84.42694,11.5,8.3,15.6,0.0,0.0,322.0,15.1,1016.8,10,31,Southwest Airlines Co.,N778SW,ATL,Afternoon,PBI,Short Haul >1500Mi,BOEING,737 NG/MAX,0
4,11,6,159,0,0,0,0,0,21,42.21206,-83.34884,4.5,2.2,8.3,18.5,0.0,155.0,17.5,1002.4,1,19,Delta Air Lines Inc,N590NW,DTW,Afternoon,TPA,Short Haul >1500Mi,BOEING,757,1
7,5,7,107,0,0,0,0,0,4,38.74769,-90.35999,25.3,19.4,33.3,0.2,0.0,181.0,16.3,1010.6,5,7,Southwest Airlines Co.,N8748Q,STL,Morning,DAL,Short Haul >1500Mi,BOEING,737 NG,1
7,-12,26,185,0,26,0,0,0,11,40.91631,-81.44247,20.2,13.9,26.7,1.5,0.0,339.0,7.9,1016.7,7,30,Allegiant Air,N209NV,CAK,Evening,PGD,Short Haul >1500Mi,AIRBUS,A320,0
4,-1,-6,244,0,0,0,0,0,9,40.78839,-111.97777,1.7,-2.7,9.4,0.0,100.0,143.0,13.7,1025.1,4,6,Delta Air Lines Inc,N847DN,SLC,Evening,BWI,Medium Haul <3000Mi,BOEING,737 NG,0
5,-4,-9,156,0,0,0,0,0,19,28.42889,-81.31603,25.2,19.4,31.7,0.0,0.0,188.0,21.9,1011.1,3,3,Spirit Air Lines,N510NK,MCO,Afternoon,BQN,Short Haul >1500Mi,AIRBUS,A319,0
5,-8,-28,165,0,0,0,0,0,30,26.07258,-80.15275,24.9,23.3,27.8,0.0,0.0,61.0,25.9,1018.8,11,3,United Air Lines Inc.,N13110,FLL,Afternoon,EWR,Short Haul >1500Mi,BOEING,757,0
3,-4,17,112,0,0,17,0,0,23,33.67566,-117.86822,16.5,14.4,18.3,0.3,0.0,217.0,10.1,1013.6,5,24,United Air Lines Inc.,N488UA,SNA,Morning,SFO,Short Haul >1500Mi,AIRBUS,A320,0
7,-7,-2,168,0,0,0,0,0,14,40.6925,-74.16866,7.2,2.8,11.7,0.0,0.0,322.0,17.7,1020.0,3,5,American Airlines Inc.,N853NN,EWR,Morning,ORD,Short Haul >1500Mi,BOEING,737 NG,0
6,-9,-22,44,0,0,0,0,0,19,32.65658,-114.60597,16.3,10.0,22.2,0.0,0.0,303.0,11.6,1015.4,3,25,Skywest Airlines Inc.,N745SK,YUM,Morning,PHX,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
7,-2,-4,173,0,0,0,0,0,17,33.81772,-118.15161,22.3,18.9,31.1,0.0,0.0,191.0,7.6,1012.9,7,23,Southwest Airlines Co.,N281WN,LGB,Morning,AUS,Short Haul >1500Mi,BOEING,737 NG,0
2,-8,12,265,0,0,0,0,0,14,40.6925,-74.16866,7.9,5.7,10.7,0.1,0.0,1.0,7.5,1018.3,3,28,United Air Lines Inc.,N87527,EWR,Afternoon,SAT,Medium Haul <3000Mi,BOEING,737 NG,0
1,-2,-25,192,0,0,0,0,0,28,33.64044,-84.42694,4.5,-2.8,12.2,0.0,0.0,0.0,6.6,1026.6,3,20,Delta Air Lines Inc,N543US,ATL,Morning,EGE,Short Haul >1500Mi,BOEING,757,0
1,-3,-15,62,0,0,0,0,0,26,44.88055,-93.21692,21.3,14.4,27.8,0.0,0.0,158.0,10.8,1016.8,5,22,Delta Air Lines Inc,N359NW,MSP,Morning,MKE,Short Haul >1500Mi,AIRBUS,A320,0
1,-5,-6,83,0,0,0,0,0,18,38.85208,-77.03772,20.9,15.6,28.9,0.0,0.0,309.0,11.9,1010.2,5,8,Republic Airways,N864RW,DCA,Morning,EWR,Short Haul >1500Mi,EMBRAER,170/175,0
3,-8,-17,198,0,0,0,0,0,3,28.42889,-81.31603,23.7,22.8,27.2,6.4,0.0,27.0,10.0,1011.1,5,24,Delta Air Lines Inc,N126DN,MCO,Morning,MSP,Short Haul >1500Mi,AIRBUS,A321,0
4,-7,-5,366,0,0,0,0,0,11,45.58872,-122.5975,7.9,5.6,10.6,0.0,0.0,336.0,4.7,1023.4,10,26,Alaska Airlines Inc.,N435AS,PDX,Afternoon,HNL,Medium Haul <3000Mi,BOEING,737 NG,0
3,25,22,79,22,0,0,0,0,16,40.77724,-73.87261,13.7,8.9,19.0,0.8,0.0,207.0,11.2,1016.6,2,15,Republic Airways,N235JQ,LGA,Morning,BOS,Short Haul >1500Mi,EMBRAER,170/175,1
1,25,0,135,0,0,0,0,0,8,36.08036,-115.15233,29.4,22.2,34.4,0.0,0.0,216.0,9.4,1009.3,9,18,Southwest Airlines Co.,N8683D,LAS,Evening,AUS,Short Haul >1500Mi,BOEING,737 NG,1
1,-10,-13,100,0,0,0,0,0,13,42.36435,-71.00518,15.7,15.0,16.7,1.8,0.0,45.0,29.9,1021.8,9,25,JetBlue Airways,N337JB,BOS,Morning,PIT,Short Haul >1500Mi,EMBRAER,190/195,0
4,7,12,155,0,0,0,0,0,24,43.13986,-89.33751,17.6,9.6,24.0,0.0,0.0,352.0,11.6,1008.3,6,15,United Air Lines Inc.,N36207,MSN,Morning,DEN,Short Haul >1500Mi,BOEING,737 NG,1
6,19,29,102,19,0,10,0,0,10,35.21401,-80.94313,20.5,17.2,25.6,2.5,0.0,200.0,21.6,1009.4,3,25,PSA Airlines,N551NN,CLT,Evening,BNA,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
7,-5,22,107,0,0,22,0,0,9,35.21401,-80.94313,20.5,15.0,26.7,0.0,0.0,225.0,15.5,1020.8,5,7,PSA Airlines,N565NN,CLT,Afternoon,LEX,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
2,-6,-20,61,0,0,0,0,0,18,36.12448,-86.67818,11.8,5.0,21.1,0.0,0.0,61.0,9.4,1020.3,4,25,Southwest Airlines Co.,N7727A,BNA,Morning,STL,Short Haul >1500Mi,BOEING,737 NG,0
3,-5,-2,77,0,0,0,0,0,9,32.89595,-97.0372,22.6,18.9,29.4,0.0,0.0,172.0,32.8,1008.6,4,19,American Eagle Airlines Inc.,N219NN,DFW,Evening,XNA,Short Haul >1500Mi,EMBRAER,170/175,0
4,-5,0,120,0,0,0,0,0,18,32.11608,-110.94103,23.8,15.6,31.7,0.0,0.0,216.0,9.4,1007.8,6,1,Southwest Airlines Co.,N237WN,TUS,Morning,DEN,Short Haul >1500Mi,BOEING,737 NG,0
7,-1,-3,53,0,0,0,0,0,23,21.31869,-157.92241,27.4,24.4,32.2,0.0,0.0,58.0,21.6,1016.5,8,6,Hawaiian Airlines Inc.,N476HA,HNL,Morning,ITO,Short Haul >1500Mi,BOEING,717,0
3,24,26,245,0,0,2,0,24,26,18.43942,-66.00183,25.2,22.2,27.8,40.1,0.0,94.0,9.0,1015.8,3,15,Delta Air Lines Inc,N687DL,SJU,Afternoon,ATL,Medium Haul <3000Mi,BOEING,757,1
7,108,116,83,20,0,8,0,88,1,36.08036,-115.15233,17.2,12.2,19.4,0.0,0.0,311.0,27.4,1014.4,11,19,Southwest Airlines Co.,N8848Q,LAS,Afternoon,LGB,Short Haul >1500Mi,BOEING,737 NG,1
5,-4,-12,171,0,0,0,0,0,4,39.85841,-104.667,18.7,11.1,28.9,0.0,0.0,330.0,13.7,1008.4,9,22,Delta Air Lines Inc,N106DN,DEN,Morning,ATL,Short Haul >1500Mi,AIRBUS,A321,0
6,69,89,372,69,0,20,0,0,4,26.07258,-80.15275,26.9,23.9,30.0,0.0,0.0,140.0,10.4,1016.4,4,15,Spirit Air Lines,N935NK,FLL,Evening,LAX,Medium Haul <3000Mi,AIRBUS,A320,1
5,5,2,80,0,0,0,0,0,24,35.21401,-80.94313,19.2,16.7,25.0,8.4,0.0,244.0,7.9,1014.4,4,14,American Airlines Inc.,N764US,CLT,Afternoon,CVG,Short Haul >1500Mi,AIRBUS,A319,1
7,2,22,125,2,0,20,0,0,25,38.3667,-82.55,17.9,8.9,23.9,4.8,0.0,210.0,14.8,1008.6,4,16,Allegiant Air,N235NV,HTS,Evening,SFB,Short Haul >1500Mi,AIRBUS,A320,1
7,52,23,239,0,23,0,0,0,26,33.67566,-117.86822,24.5,18.3,30.0,0.0,0.0,272.0,5.5,1011.5,8,27,Delta Air Lines Inc,N689DL,SNA,Morning,ATL,Medium Haul <3000Mi,BOEING,757,1
7,15,9,56,0,0,0,0,0,2,41.9796,-87.90446,4.5,1.1,8.9,3.0,0.0,5.0,13.7,1013.9,3,26,United Air Lines Inc.,N37534,ORD,Evening,MSN,Short Haul >1500Mi,BOEING,737 NG,1
4,4,5,71,0,0,0,0,0,20,38.69542,-121.59077,21.3,13.3,31.1,0.0,0.0,158.0,12.4,1010.8,5,18,Southwest Airlines Co.,N477WN,SMF,Afternoon,BUR,Short Haul >1500Mi,BOEING,737 NG,1
7,1,2,176,0,0,0,0,0,7,25.79325,-80.29056,27.9,25.6,32.2,4.3,0.0,57.0,13.0,1015.3,8,20,American Eagle Airlines Inc.,N257NN,MIA,Afternoon,IND,Short Haul >1500Mi,EMBRAER,170/175,1
1,-4,-24,72,0,0,0,0,0,10,29.17992,-81.05806,27.1,24.4,32.8,7.1,0.0,221.0,12.2,1015.3,7,10,Delta Air Lines Inc,N958DZ,DAB,Evening,ATL,Short Haul >1500Mi,BOEING,737 NG,0
6,0,-13,130,0,0,0,0,0,22,39.85841,-104.667,13.3,7.8,21.1,0.0,0.0,256.0,10.8,1020.1,5,20,United Air Lines Inc.,N37277,DEN,Evening,GEG,Short Haul >1500Mi,BOEING,737 NG,0
2,5,-17,143,0,0,0,0,0,10,32.84711,-96.85177,24.2,20.0,29.4,0.0,0.0,127.0,11.5,1013.6,5,23,Southwest Airlines Co.,N8641B,DAL,Afternoon,PHX,Short Haul >1500Mi,BOEING,737 NG,1
1,50,59,134,50,0,9,0,0,20,39.85841,-104.667,-2.4,-4.3,-2.1,3.0,100.0,0.0,13.0,1008.6,1,2,Southwest Airlines Co.,N476WN,DEN,Morning,PHX,Short Haul >1500Mi,BOEING,737 NG,1
5,4,8,94,0,0,0,0,0,6,42.36435,-71.00518,8.9,7.2,10.6,0.0,0.0,94.0,20.5,1021.7,4,21,Southwest Airlines Co.,N8577Z,BOS,Afternoon,BWI,Short Haul >1500Mi,BOEING,737 NG,1
3,-6,-7,177,0,0,0,0,0,32,26.68316,-80.09559,29.1,25.6,32.2,0.0,0.0,46.0,11.2,1018.3,7,26,Delta Air Lines Inc,N327NW,PBI,Afternoon,DTW,Short Haul >1500Mi,AIRBUS,A320,0
7,57,45,88,5,0,0,0,40,7,33.64044,-84.42694,24.2,18.9,30.6,0.0,0.0,25.0,4.4,1015.8,9,10,Delta Air Lines Inc,N872DN,ATL,Evening,RSW,Short Haul >1500Mi,BOEING,737 NG,1
6,-4,-24,109,0,0,0,0,0,4,39.85841,-104.667,5.3,-2.7,9.4,0.0,30.0,269.0,21.2,1016.4,2,4,Frontier Airlines Inc.,N369FR,DEN,Morning,MSP,Short Haul >1500Mi,AIRBUS,A320,0
2,-1,-2,134,0,0,0,0,0,7,40.6925,-74.16866,4.6,2.8,6.5,0.0,0.0,338.0,5.7,1016.4,12,5,Spirit Air Lines,N649NK,EWR,Morning,CHS,Short Haul >1500Mi,AIRBUS,A320,0
7,97,83,84,12,0,0,0,71,10,38.85208,-77.03772,3.7,0.0,6.7,0.3,0.0,254.0,11.2,1025.8,1,8,PSA Airlines,N557NN,DCA,Morning,BDL,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
4,55,59,78,0,0,59,0,0,3,36.08036,-115.15233,10.3,6.1,13.9,0.3,0.0,218.0,14.8,1009.0,3,30,Spirit Air Lines,N939NK,LAS,Morning,SAN,Short Haul >1500Mi,AIRBUS,A320,1
7,0,-23,260,0,0,0,0,0,24,32.73356,-117.18966,20.1,18.9,22.2,0.0,0.0,270.0,11.2,1010.6,10,22,United Air Lines Inc.,N219UA,SAN,Afternoon,IAD,Medium Haul <3000Mi,BOEING,777,0
5,26,23,82,0,0,0,0,23,23,39.85841,-104.667,8.7,0.0,12.8,1.8,0.0,22.0,18.7,1005.1,4,14,Southwest Airlines Co.,N7864B,DEN,Afternoon,LBB,Short Haul >1500Mi,BOEING,737 NG,1
4,18,-2,195,0,0,0,0,0,24,32.89595,-97.0372,26.8,21.7,31.7,0.0,0.0,158.0,12.2,1011.1,6,1,American Airlines Inc.,N944AN,DFW,Morning,FCA,Short Haul >1500Mi,BOEING,737 NG,1
4,-2,9,269,0,0,0,0,0,5,47.44898,-122.30931,5.6,3.9,6.7,0.8,0.0,156.0,8.3,1036.4,1,26,Delta Air Lines Inc,N916DU,SEA,Evening,DTW,Medium Haul <3000Mi,BOEING,737 NG,0
7,-8,-19,164,0,0,0,0,0,18,28.42889,-81.31603,18.2,15.0,22.2,1.5,0.0,67.0,9.6,1021.7,12,24,JetBlue Airways,N636JB,MCO,Morning,SJU,Short Haul >1500Mi,AIRBUS,A320,0
5,0,3,231,0,0,0,0,0,7,44.25741,-88.51948,12.4,10.0,15.0,5.9,0.0,117.0,14.3,1014.9,5,5,Allegiant Air,N251NV,ATW,Morning,LAS,Medium Haul <3000Mi,AIRBUS,A320,0
7,-8,-13,116,0,0,0,0,0,11,26.07258,-80.15275,11.3,6.1,17.8,0.0,0.0,314.0,9.7,1021.1,1,15,American Airlines Inc.,N153UW,FLL,Morning,CLT,Short Haul >1500Mi,AIRBUS,A321,0
5,-5,-8,99,0,0,0,0,0,23,42.21206,-83.34884,8.6,-1.1,15.0,0.8,0.0,296.0,16.6,1011.2,11,17,Delta Air Lines Inc,N603AT,DTW,Evening,ORF,Short Haul >1500Mi,BOEING,717,0
3,-4,-11,58,0,0,0,0,0,17,33.43417,-112.00806,26.5,20.0,31.7,0.0,0.0,169.0,16.9,1005.5,5,3,Southwest Airlines Co.,N275WN,PHX,Evening,ABQ,Short Haul >1500Mi,BOEING,737 NG,0
4,5,3,88,0,0,0,0,0,5,36.12448,-86.67818,18.2,13.3,23.3,0.0,0.0,192.0,17.3,1017.4,3,23,Southwest Airlines Co.,N8803L,BNA,Evening,JAX,Short Haul >1500Mi,BOEING,737 NG,1
1,1,1,160,0,0,0,0,0,7,33.64044,-84.42694,8.8,0.0,18.3,0.0,0.0,322.0,6.4,1015.9,2,13,Delta Air Lines Inc,N882DN,ATL,Afternoon,MSP,Short Haul >1500Mi,BOEING,737 NG,1
4,-2,-15,107,0,0,0,0,0,22,35.04022,-106.60919,6.9,0.0,15.6,0.0,0.0,127.0,6.5,1014.8,12,7,Southwest Airlines Co.,N429WN,ABQ,Morning,SAN,Short Haul >1500Mi,BOEING,737 NG,0
1,-10,39,215,0,0,39,0,0,6,28.42889,-81.31603,21.4,17.8,26.7,5.5,0.0,43.0,18.4,1020.0,4,10,Frontier Airlines Inc.,N338FR,MCO,Morning,DTW,Short Haul >1500Mi,AIRBUS,A320,0
7,-4,-4,145,0,0,0,0,0,20,27.7651,-82.627,26.7,23.9,29.4,0.0,0.0,68.0,13.3,1018.1,5,14,Allegiant Air,N337NV,PIE,Afternoon,TOL,Short Haul >1500Mi,AIRBUS,A319,0
3,-7,-3,137,0,0,0,0,0,26,41.724,-71.42822,22.6,18.3,27.2,1.0,0.0,289.0,10.8,1005.7,8,30,American Airlines Inc.,N651AW,PVD,Afternoon,CLT,Short Haul >1500Mi,AIRBUS,A320,0
3,-9,-17,117,0,0,0,0,0,11,40.77724,-73.87261,24.1,22.8,26.1,1.4,0.0,319.0,3.9,1016.3,7,19,Endeavor Air,N279PQ,LGA,Evening,CAE,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
3,-5,-15,70,0,0,0,0,0,3,42.94722,-87.89658,12.7,6.7,20.6,3.3,0.0,190.0,14.8,1011.5,10,18,Southwest Airlines Co.,N8750Q,MKE,Morning,STL,Short Haul >1500Mi,BOEING,737 NG,0
5,-1,-4,62,0,0,0,0,0,15,29.64542,-95.27889,10.2,3.9,14.4,0.0,0.0,102.0,10.0,1026.9,1,27,Southwest Airlines Co.,N938WN,HOU,Afternoon,HRL,Short Haul >1500Mi,BOEING,737 NG,0
3,11,9,133,0,0,0,0,0,23,33.43417,-112.00806,29.9,22.2,38.9,0.0,0.0,132.0,6.8,1010.0,10,18,Southwest Airlines Co.,N7864B,PHX,Morning,TUL,Short Haul >1500Mi,BOEING,737 NG,1
3,1,-5,155,0,0,0,0,0,7,39.87195,-75.24114,16.9,12.8,22.2,0.0,0.0,62.0,15.1,1019.9,4,5,Frontier Airlines Inc.,N720FR,PHL,Night,MCO,Short Haul >1500Mi,AIRBUS,A321,1
2,-6,-19,163,0,0,0,0,0,18,32.89595,-97.0372,20.4,11.7,28.3,0.0,0.0,86.0,9.0,1012.6,5,2,United Air Lines Inc.,N890UA,DFW,Morning,IAD,Short Haul >1500Mi,AIRBUS,A319,0
6,24,48,188,24,0,24,0,0,1,28.42889,-81.31603,18.4,14.4,23.3,0.0,0.0,38.0,11.7,1024.2,12,23,Frontier Airlines Inc.,N606FR,MCO,Morning,STL,Short Haul >1500Mi,AIRBUS,A321,1
4,5,-9,103,0,0,0,0,0,26,33.64044,-84.42694,19.1,16.1,24.4,0.0,0.0,58.0,8.3,1019.1,9,28,Delta Air Lines Inc,N356NW,ATL,Afternoon,BUF,Short Haul >1500Mi,AIRBUS,A320,1
5,-5,3,168,0,0,0,0,0,19,40.77724,-73.87261,12.2,8.9,15.0,0.1,0.0,216.0,7.8,1006.3,3,17,United Air Lines Inc.,N881UA,LGA,Morning,ORD,Short Haul >1500Mi,AIRBUS,A319,0
1,-4,-24,47,0,0,0,0,0,23,37.70097,-113.09858,15.5,8.3,21.1,0.0,0.0,211.0,28.0,1009.0,11,6,Skywest Airlines Inc.,N886AS,CDC,Evening,SLC,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
3,-8,-17,161,0,0,0,0,0,25,41.9796,-87.90446,18.6,11.1,19.4,0.0,0.0,23.0,20.9,1021.6,5,24,American Airlines Inc.,N901AN,ORD,Afternoon,MCO,Short Haul >1500Mi,BOEING,737 NG,0
6,-2,-7,95,0,0,0,0,0,10,35.87764,-78.78747,6.4,-1.6,16.1,0.0,0.0,44.0,6.1,1029.4,12,16,Delta Air Lines Inc,N961DZ,RDU,Evening,ATL,Short Haul >1500Mi,BOEING,737 NG,0
5,-8,-16,297,0,0,0,0,0,14,37.619,-122.37484,13.9,11.7,17.2,0.0,0.0,313.0,15.8,1015.4,12,22,United Air Lines Inc.,N79521,SFO,Morning,RDU,Medium Haul <3000Mi,BOEING,737 NG,0
4,50,72,394,50,0,22,0,0,25,40.6925,-74.16866,28.9,23.5,34.0,0.0,0.0,235.0,9.1,1010.9,7,13,United Air Lines Inc.,N209UA,EWR,Afternoon,SFO,Medium Haul <3000Mi,BOEING,777,1
2,22,7,137,0,0,0,0,0,17,40.63975,-73.77893,19.2,15.0,25.0,0.8,0.0,289.0,16.6,1004.9,6,6,Republic Airways,N104HQ,JFK,Afternoon,IND,Short Haul >1500Mi,EMBRAER,170/175,1
3,-3,-23,209,0,0,0,0,0,5,32.89595,-97.0372,31.1,25.0,36.7,0.0,0.0,14.0,14.4,1010.9,8,30,Delta Air Lines Inc,N107DU,DFW,Morning,JFK,Short Haul >1500Mi,AIRBUS,A220,0
7,17,25,208,17,0,8,0,0,10,39.1754,-76.6682,25.4,20.6,30.0,34.3,0.0,51.0,6.8,1008.5,7,9,Southwest Airlines Co.,N8625A,BWI,Morning,SAT,Short Haul >1500Mi,BOEING,737 NG,1
4,-3,-13,83,0,0,0,0,0,6,38.74769,-90.35999,10.2,6.1,13.3,0.0,0.0,0.0,10.2,1021.0,11,9,Delta Air Lines Inc,N912DU,STL,Morning,ATL,Short Haul >1500Mi,BOEING,737 NG,0
7,-2,-2,80,0,0,0,0,0,2,38.69542,-121.59077,26.6,22.8,30.6,0.1,0.0,326.0,8.4,1005.1,8,20,Southwest Airlines Co.,N8791D,SMF,Morning,LAS,Short Haul >1500Mi,BOEING,737 NG,0
2,-4,-27,294,0,0,0,0,0,25,33.67566,-117.86822,12.7,9.4,16.7,0.0,0.0,355.0,7.1,1020.1,3,7,United Air Lines Inc.,N13750,SNA,Morning,EWR,Medium Haul <3000Mi,BOEING,737 NG,0
5,1,-4,52,0,0,0,0,0,19,19.72026,-155.04847,25.2,20.6,28.9,1.8,0.0,335.0,12.6,1015.8,7,14,Hawaiian Airlines Inc.,N495HA,ITO,Afternoon,HNL,Short Haul >1500Mi,BOEING,717,1
2,4,-10,347,0,0,0,0,0,33,40.63975,-73.77893,14.1,10.6,17.8,0.0,0.0,250.0,10.8,1010.0,10,10,Delta Air Lines Inc,N179DN,JFK,Morning,LAX,Medium Haul <3000Mi,BOEING,767,1
7,35,12,322,0,0,0,0,0,8,37.619,-122.37484,18.2,13.9,25.0,0.0,0.0,312.0,19.1,1014.9,8,6,Alaska Airlines Inc.,N224AK,SFO,Evening,BOS,Medium Haul <3000Mi,BOEING,737 NG,1
7,0,-12,315,0,0,0,0,0,10,37.619,-122.37484,15.2,13.3,18.3,0.0,0.0,310.0,8.6,1025.7,12,3,JetBlue Airways,N943JT,SFO,Afternoon,JFK,Medium Haul <3000Mi,AIRBUS,A321,0
1,-4,-1,123,0,0,0,0,0,9,36.19837,-95.88824,23.7,15.0,32.8,0.0,0.0,150.0,11.9,1014.4,9,18,Skywest Airlines Inc.,N149SY,TUL,Morning,ORD,Short Haul >1500Mi,EMBRAER,170/175,0
3,27,39,110,0,39,0,0,0,3,35.4336,-119.05677,14.8,8.3,16.1,23.9,0.0,338.0,12.6,1013.0,3,15,Skywest Airlines Inc.,N506SY,BFL,Afternoon,PHX,Short Haul >1500Mi,EMBRAER,170/175,1
5,19,6,167,0,0,0,0,0,11,27.97547,-82.53325,28.8,26.1,34.4,0.0,0.0,4.0,8.3,1015.3,8,4,Southwest Airlines Co.,N8610A,TPA,Afternoon,SJU,Short Haul >1500Mi,BOEING,737 NG,1
1,-4,-2,102,0,0,0,0,0,13,32.89595,-97.0372,19.3,11.7,25.6,0.0,0.0,74.0,10.8,1012.6,5,1,Skywest Airlines Inc.,N630SK,DFW,Evening,ROW,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
7,-2,-26,128,0,0,0,0,0,31,33.94254,-118.40807,13.7,10.0,15.0,12.2,0.0,247.0,16.6,1010.3,1,15,United Air Lines Inc.,N408UA,LAX,Morning,DEN,Short Haul >1500Mi,AIRBUS,A320,0
4,-3,-6,102,0,0,0,0,0,24,29.64542,-95.27889,25.9,22.0,32.8,5.9,0.0,260.0,11.8,1010.3,6,8,Southwest Airlines Co.,N788SA,HOU,Evening,ELP,Short Haul >1500Mi,BOEING,737 NG,0
5,-7,-24,243,0,0,0,0,0,1,40.6925,-74.16866,18.0,14.1,22.7,0.0,0.0,27.0,13.6,1017.4,9,15,United Air Lines Inc.,N37555,EWR,Morning,DEN,Medium Haul <3000Mi,BOEING,737 NG,0
3,72,55,83,55,0,0,0,0,11,39.1754,-76.6682,18.8,11.1,26.7,0.0,0.0,323.0,4.3,1021.2,9,20,Southwest Airlines Co.,N8616C,BWI,Evening,CHS,Short Haul >1500Mi,BOEING,737 NG,1
2,18,0,197,0,0,0,0,0,19,39.1754,-76.6682,17.9,9.4,26.7,0.0,0.0,146.0,9.0,1015.3,4,4,Southwest Airlines Co.,N203WN,BWI,Evening,HOU,Short Haul >1500Mi,BOEING,737 NG,1
3,7,2,156,0,0,0,0,0,25,29.98047,-95.33972,22.8,20.0,28.3,0.0,0.0,166.0,18.4,1018.2,3,22,United Air Lines Inc.,N456UA,IAH,Evening,DTW,Short Haul >1500Mi,AIRBUS,A320,1
7,-3,12,169,0,0,0,0,0,11,47.44898,-122.30931,3.9,-1.6,9.4,7.6,0.0,16.0,10.8,1008.0,3,5,Alaska Airlines Inc.,N409AS,SEA,Evening,DEN,Short Haul >1500Mi,BOEING,737 NG,0
1,80,57,68,0,0,0,0,57,18,38.13864,-78.45286,15.6,11.7,19.4,1.8,0.0,275.0,8.2,1005.7,4,17,Republic Airways,N870RW,CHO,Evening,LGA,Short Haul >1500Mi,EMBRAER,170/175,1
2,-3,-16,147,0,0,0,0,0,13,26.07258,-80.15275,23.2,18.9,27.2,0.0,0.0,7.0,13.3,1014.0,4,18,Spirit Air Lines,N608NK,FLL,Afternoon,STX,Short Haul >1500Mi,AIRBUS,A320,0
5,-5,-12,135,0,0,0,0,0,13,36.19837,-95.88824,18.8,11.1,21.1,17.5,0.0,272.0,23.4,1008.9,10,13,American Airlines Inc.,N554UW,TUL,Morning,CLT,Short Haul >1500Mi,AIRBUS,A321,0
3,0,-7,55,0,0,0,0,0,6,32.73356,-117.18966,12.7,7.8,17.8,0.0,0.0,338.0,8.3,1019.8,4,5,Skywest Airlines Inc.,N286SY,SAN,Afternoon,LAX,Short Haul >1500Mi,EMBRAER,170/175,0
7,-3,-18,201,0,0,0,0,0,3,37.619,-122.37484,17.9,15.6,21.1,0.0,0.0,300.0,21.6,1011.9,7,23,American Airlines Inc.,N423AN,SFO,Afternoon,DFW,Short Haul >1500Mi,AIRBUS,A321,0
3,6,0,92,0,0,0,0,0,2,38.2919,-122.458,8.9,1.0,19.0,0.0,0.0,352.0,1.5,1021.9,11,22,Skywest Airlines Inc.,N430SY,STS,Afternoon,SAN,Short Haul >1500Mi,EMBRAER,170/175,1
5,31,25,64,25,0,0,0,0,1,33.43417,-112.00806,24.8,19.4,31.7,0.0,0.0,120.0,8.3,1011.2,10,27,Southwest Airlines Co.,N8913S,PHX,Afternoon,LAS,Short Haul >1500Mi,BOEING,737 NG,1
7,30,26,51,13,0,0,0,13,18,30.19453,-97.66987,14.9,13.3,16.7,9.7,0.0,14.0,14.0,1024.6,11,12,Southwest Airlines Co.,N234WN,AUS,Morning,HOU,Short Haul >1500Mi,BOEING,737 NG,1
3,-6,-12,131,0,0,0,0,0,5,39.04614,-84.66217,23.1,15.6,29.4,0.0,0.0,194.0,11.5,1018.4,10,4,Delta Air Lines Inc,N110DU,CVG,Morning,BOS,Short Haul >1500Mi,AIRBUS,A220,0
1,73,70,126,0,70,0,0,0,10,39.85841,-104.667,13.8,10.6,18.3,6.4,0.0,136.0,15.5,1012.6,6,12,Skywest Airlines Inc.,N116SY,DEN,Evening,TUS,Short Haul >1500Mi,EMBRAER,170/175,1
6,-3,-10,343,0,0,0,0,0,2,40.63975,-73.77893,25.4,22.2,30.0,0.0,0.0,161.0,13.7,1013.7,7,15,Alaska Airlines Inc.,N941AK,JFK,Morning,SAN,Medium Haul <3000Mi,BOEING,737 NG,0
4,-5,-30,135,0,0,0,0,0,26,42.94722,-87.89658,10.6,3.3,19.4,0.0,0.0,217.0,21.6,1012.9,11,16,American Airlines Inc.,N651AW,MKE,Night,DFW,Short Haul >1500Mi,AIRBUS,A320,0
2,25,1,151,0,0,0,0,0,18,26.07258,-80.15275,25.4,23.9,27.2,0.0,0.0,127.0,20.2,1020.1,1,3,Southwest Airlines Co.,N259WN,FLL,Morning,HOU,Short Haul >1500Mi,BOEING,737 NG,1
1,5,-10,155,0,0,0,0,0,17,33.94254,-118.40807,16.2,13.9,19.4,0.0,0.0,234.0,11.9,1011.8,4,24,Southwest Airlines Co.,N273WN,LAX,Morning,AUS,Short Haul >1500Mi,BOEING,737 NG,1
